question_id,image,question,ground_truth,prediction,match_count,vqa_score,infer_time(s)
319908000,COCO_val2014_000000319908.jpg,Is this a practice session?,yes,Yes,9,1.0,9.664
568710001,COCO_val2014_000000568710.jpg,What geometric shape is shown on the rug in various sizes?,square,Square,8,1.0,10.031
381323000,COCO_val2014_000000381323.jpg,What room is the cat in?,bathroom,Bathroom,10,1.0,10.098
561337002,COCO_val2014_000000561337.jpg,What is the surfer standing on?,surfboard,surfboard,8,1.0,10.228
383533000,COCO_val2014_000000383533.jpg,Are the people wearing bathing suits?,no,No,6,1.0,9.828
315187024,COCO_val2014_000000315187.jpg,Does this look like a border crossing?,no,No,10,1.0,9.941
33489002,COCO_val2014_000000033489.jpg,Is that a volleyball net?,no,No,10,1.0,9.246
468457008,COCO_val2014_000000468457.jpg,Is this broccoli?,no,No,10,1.0,9.861
359843029,COCO_val2014_000000359843.jpg,What kind of weather did this area recently have?,snow,Snow.,0,0.0,9.773
410225015,COCO_val2014_000000410225.jpg,Is there scissors on the table?,no,no,10,1.0,9.596
124975005,COCO_val2014_000000124975.jpg,Are the zebras facing opposite directions?,yes,No,0,0.0,10.574
283190011,COCO_val2014_000000283190.jpg,How many towels appear in the image?,1,1,8,1.0,9.526
481886001,COCO_val2014_000000481886.jpg,What is being eaten?,pizza,Pizza,10,1.0,9.494
314690000,COCO_val2014_000000314690.jpg,How many mirrors are in the photo?,2,2,10,1.0,9.658
272870012,COCO_val2014_000000272870.jpg,What color is the chair the shopping bag is on?,brown,brown,9,1.0,9.333
9262007,COCO_val2014_000000009262.jpg,How many slices of cake have chocolate?,0,3,1,0.333,9.996
415872000,COCO_val2014_000000415872.jpg,What color is the snowboard?,blue,Blue,3,1.0,9.496
164856000,COCO_val2014_000000164856.jpg,Why is there a big rail attached to the front of the truck?,it's home,Protection,1,0.333,9.7
68005016,COCO_val2014_000000068005.jpg,What color is the dog?,white and brown,White and brown,4,1.0,9.6
372620002,COCO_val2014_000000372620.jpg,What color is his shoes?,blue,Blue,8,1.0,9.224
408534005,COCO_val2014_000000408534.jpg,Is the water blue?,yes,Yes,8,1.0,9.696
396779000,COCO_val2014_000000396779.jpg,What kind of birds are in the water?,ducks,Ducks,10,1.0,9.879
415672002,COCO_val2014_000000415672.jpg,How many faces are in this picture?,9,Many,1,0.333,9.798
203747005,COCO_val2014_000000203747.jpg,What is the building made of?,glass and brick,glass,2,0.667,9.659
465092000,COCO_val2014_000000465092.jpg,How many benches are there?,2,2,10,1.0,9.48
472399000,COCO_val2014_000000472399.jpg,Who is under the chair?,cat,Cat,10,1.0,9.499
255912000,COCO_val2014_000000255912.jpg,What food is next to the sandwich?,salad,Salad,7,1.0,9.779
461573000,COCO_val2014_000000461573.jpg,Does the grass need to be cut?,no,No,6,1.0,9.684
408624003,COCO_val2014_000000408624.jpg,Is it daytime?,no,No,10,1.0,9.428
167593006,COCO_val2014_000000167593.jpg,What is the man carrying?,surfboard,surfboard,10,1.0,9.211
239537002,COCO_val2014_000000239537.jpg,Where is the ball?,air,air,5,1.0,9.471
53744000,COCO_val2014_000000053744.jpg,Which item pictured is a fruit?,tomato,Tomato,6,1.0,9.487
337505002,COCO_val2014_000000337505.jpg,"Looking at the sparse items, what part of the home is this?",kitchen,Kitchen,10,1.0,9.569
237071000,COCO_val2014_000000237071.jpg,Which hand has a racket?,right,Right,10,1.0,9.749
291286002,COCO_val2014_000000291286.jpg,What is the floor made of?,tile,Brick,3,1.0,9.579
145312000,COCO_val2014_000000145312.jpg,How did the dog catch the Frisbee?,jumping,Jumped,2,0.667,9.034
156299004,COCO_val2014_000000156299.jpg,What color is the sign?,yellow,Yellow,2,0.667,7.615
476008000,COCO_val2014_000000476008.jpg,When do you usually buy pumpkins?,fall,Fall,4,1.0,9.672
236268004,COCO_val2014_000000236268.jpg,Is there a song about a bicycle built for someone with a name like this flower?,yes,Yes,6,1.0,9.152
389419008,COCO_val2014_000000389419.jpg,Is someone holding a glass?,no,No,10,1.0,9.003
567494004,COCO_val2014_000000567494.jpg,Has the ball reached the batter yet?,yes,No,0,0.0,9.364
345618002,COCO_val2014_000000345618.jpg,Are the vegetables chopped?,no,No,8,1.0,8.51
514525002,COCO_val2014_000000514525.jpg,Are the orange stars a fruit or vegetable?,fruit,Vegetable,3,1.0,9.156
335800002,COCO_val2014_000000335800.jpg,What street was this photo taken on?,robson,Robson,7,1.0,8.742
154520068,COCO_val2014_000000154520.jpg,Who do you think will win this match?,man,Unanswerable,0,0.0,9.139
468997010,COCO_val2014_000000468997.jpg,Which hand is the pitcher throwing with?,right,Right,9,1.0,9.149
22747003,COCO_val2014_000000022747.jpg,What is in the package?,toothbrushes,Toothbrushes,7,1.0,9.357
146813016,COCO_val2014_000000146813.jpg,Are there sheets on the bed?,yes,Yes,10,1.0,9.443
136170006,COCO_val2014_000000136170.jpg,Can a zebra jump over this fence?,no,No,9,1.0,8.87
129903001,COCO_val2014_000000129903.jpg,What are the street names?,manuel hidalgo,"Manuel Dorrego, Dalgo",0,0.0,9.339
44352000,COCO_val2014_000000044352.jpg,What color is the clock?,green,Green,8,1.0,9.281
326820003,COCO_val2014_000000326820.jpg,What color flower is in the back?,yellow,Yellow,9,1.0,9.249
302077002,COCO_val2014_000000302077.jpg,What  is the table made of?,marble,Metal,2,0.667,8.772
176993001,COCO_val2014_000000176993.jpg,Is the sky cloudy or clear?,clear,clear,8,1.0,9.588
472732010,COCO_val2014_000000472732.jpg,Is it cold?,no,No,6,1.0,9.39
485709005,COCO_val2014_000000485709.jpg,What is the name on the player's jersey?,red sox,Red Sox,8,1.0,8.302
335532000,COCO_val2014_000000335532.jpg,What color are the girls earrings?,white,White,9,1.0,9.526
96402016,COCO_val2014_000000096402.jpg,Is there a cat in the picture?,no,No,10,1.0,9.526
106096003,COCO_val2014_000000106096.jpg,Is the man holding a bag?,no,no,10,1.0,8.448
73326001,COCO_val2014_000000073326.jpg,Do you see a crock pot?,yes,Yes,10,1.0,8.1
292482001,COCO_val2014_000000292482.jpg,What is the child sitting on?,chair,chair,6,1.0,7.58
381430009,COCO_val2014_000000381430.jpg,What position is the man in yellow playing?,defense,defender,2,0.667,8.728
407017003,COCO_val2014_000000407017.jpg,Do you think they serve nachos?,no,No,7,1.0,8.44
532085000,COCO_val2014_000000532085.jpg,Do you pay for parking?,yes,Yes,9,1.0,8.885
271560003,COCO_val2014_000000271560.jpg,Is this pic in color?,no,No,10,1.0,9.673
225786011,COCO_val2014_000000225786.jpg,Is there debris washed up?,no,No,8,1.0,9.478
51250003,COCO_val2014_000000051250.jpg,What time of the year is it?,spring,summer,3,1.0,9.13
489850002,COCO_val2014_000000489850.jpg,Is it winter?,yes,Yes,10,1.0,9.586
509786001,COCO_val2014_000000509786.jpg,Can the player hit the ball?,yes,Yes,8,1.0,9.275
481582012,COCO_val2014_000000481582.jpg,What animal can be seen?,horse,Horse,10,1.0,9.577
147866002,COCO_val2014_000000147866.jpg,What color is the vehicle?,black,Black,10,1.0,8.559
127997001,COCO_val2014_000000127997.jpg,Is the woman the driver?,yes,No,4,1.0,7.618
478621010,COCO_val2014_000000478621.jpg,Would an unskilled person have a high risk for injury doing this?,no,Yes,1,0.333,8.251
54683002,COCO_val2014_000000054683.jpg,What room is this?,kitchen,Kitchen,10,1.0,8.627
120767001,COCO_val2014_000000120767.jpg,Is that a real animal?,no,No,10,1.0,8.899
87354000,COCO_val2014_000000087354.jpg,What street is listed on the sign?,34th,34th Street,3,1.0,9.344
430160001,COCO_val2014_000000430160.jpg,What kind of food is this?,peanut butter and banana sandwich,PB&J,0,0.0,9.876
423395013,COCO_val2014_000000423395.jpg,What is the woman drinking?,wine,wine,8,1.0,9.759
125318004,COCO_val2014_000000125318.jpg,Is this in a factory?,yes,Yes,9,1.0,9.286
62491015,COCO_val2014_000000062491.jpg,What kind of wood are the cabinets made from?,oak,MDF,0,0.0,8.94
128748005,COCO_val2014_000000128748.jpg,What is the last name of the person in the foreground?,navarro,Navarro,8,1.0,9.601
550980005,COCO_val2014_000000550980.jpg,Are the men young?,no,No,9,1.0,9.945
483374001,COCO_val2014_000000483374.jpg,Is the wall stone?,no,no,10,1.0,9.361
492609004,COCO_val2014_000000492609.jpg,What is on the pizza?,asparagus,Asparagus,7,1.0,8.702
509826060,COCO_val2014_000000509826.jpg,Is the ground cold?,no,No,9,1.0,10.123
554357001,COCO_val2014_000000554357.jpg,Why is his hat on backwards?,see better,Fashion,1,0.333,9.535
366295017,COCO_val2014_000000366295.jpg,Is this in the wild or in a zoo?,wild,Wild,9,1.0,10.122
303321003,COCO_val2014_000000303321.jpg,Is the man riding the bike?,no,No,10,1.0,9.479
552377002,COCO_val2014_000000552377.jpg,What type of fruit is on the side of some of the glasses?,lemon,Lemon,8,1.0,9.816
554767002,COCO_val2014_000000554767.jpg,What color is the side of the train?,white,White,4,1.0,9.281
5503003,COCO_val2014_000000005503.jpg,Does the toilet look clean?,yes,No,1,0.333,8.451
568290000,COCO_val2014_000000568290.jpg,What color is the bus?,red,Red,8,1.0,8.396
296056002,COCO_val2014_000000296056.jpg,"Is there something about this shot reminiscent of the old ""his master's voice"" ads?",yes,Yes,4,1.0,9.239
171310002,COCO_val2014_000000171310.jpg,Were different colored glazes used on the ceramic?,yes,Yes,8,1.0,8.65
491835001,COCO_val2014_000000491835.jpg,Is the weather cold?,no,Yes,2,0.667,9.094
143908003,COCO_val2014_000000143908.jpg,Where is the smoke coming from?,motorcycle,tire,1,0.333,9.728
105975001,COCO_val2014_000000105975.jpg,How many elephants are there?,1,1,10,1.0,10.398
416105001,COCO_val2014_000000416105.jpg,What brand is the racket?,wilson,Wilson,7,1.0,8.537
218119007,COCO_val2014_000000218119.jpg,Is the beach very sandy?,yes,Yes,10,1.0,9.532
464831008,COCO_val2014_000000464831.jpg,What does the graph depict?,nothing,meeting,1,0.333,10.099
581702001,COCO_val2014_000000581702.jpg,What color feathers does this bird have?,black,"Red, white, black",0,0.0,9.633
145665002,COCO_val2014_000000145665.jpg,How is the man seated?,on his back,not seated,0,0.0,9.954
170365001,COCO_val2014_000000170365.jpg,Is there anyone occupying the bathroom in this photo?,no,No,10,1.0,10.112
44934002,COCO_val2014_000000044934.jpg,What is the white stuff?,cheese,cheese,8,1.0,9.393
372717000,COCO_val2014_000000372717.jpg,What is device is in the picture?,camera,Camera,7,1.0,9.794
52591001,COCO_val2014_000000052591.jpg,Are those trees real?,no,No,8,1.0,9.847
105812048,COCO_val2014_000000105812.jpg,What color is the plate in the background?,white,white,10,1.0,9.834
39811000,COCO_val2014_000000039811.jpg,What is the primary color of the bus?,white,White,8,1.0,8.904
562370000,COCO_val2014_000000562370.jpg,How many dogs are there?,2,2,10,1.0,9.207
39814002,COCO_val2014_000000039814.jpg,What kind of bear is in the photo?,polar,Polar bear,4,1.0,9.312
201148000,COCO_val2014_000000201148.jpg,Is this an urban setting?,no,No,9,1.0,9.352
342614001,COCO_val2014_000000342614.jpg,How many letters?,12,10,0,0.0,9.782
301971005,COCO_val2014_000000301971.jpg,Where are two men beside the scale?,behind fruit stand,Market,0,0.0,9.161
318571001,COCO_val2014_000000318571.jpg,Is the cat a solid color?,yes,Yes,10,1.0,9.649
89781020,COCO_val2014_000000089781.jpg,Would you eat this?,yes,Yes,8,1.0,9.418
390350000,COCO_val2014_000000390350.jpg,What is the child holding?,phone,phone,6,1.0,9.939
317656000,COCO_val2014_000000317656.jpg,Would this pizza fill a person up?,no,Yes,0,0.0,9.714
581482001,COCO_val2014_000000581482.jpg,What time will it be in about two minutes?,11:30,6:30,1,0.333,10.257
459258001,COCO_val2014_000000459258.jpg,What is the girl playing with?,frisbee,Frisbee,10,1.0,9.639
440475010,COCO_val2014_000000440475.jpg,Do all of the vases have water in them?,no,No,6,1.0,10.069
285968004,COCO_val2014_000000285968.jpg,How many dogs?,0,0,10,1.0,9.894
171494003,COCO_val2014_000000171494.jpg,How many logs are in the photo?,1,1,6,1.0,9.508
470779011,COCO_val2014_000000470779.jpg,Does the skier in the middle of this photo look like a real human to you?,yes,Yes,9,1.0,8.786
477805053,COCO_val2014_000000477805.jpg,Is it midday?,no,No,10,1.0,9.221
415196020,COCO_val2014_000000415196.jpg,Does the television have a flat screen?,no,No,9,1.0,9.161
536720000,COCO_val2014_000000536720.jpg,What color is the gate?,black,Black,5,1.0,9.26
484080002,COCO_val2014_000000484080.jpg,Are plant roots visible?,no,No,9,1.0,9.029
31050000,COCO_val2014_000000031050.jpg,Is this vase for sale?,yes,No,5,1.0,8.838
19042001,COCO_val2014_000000019042.jpg,Is there a bird in the picture?,yes,Yes,10,1.0,9.871
568270001,COCO_val2014_000000568270.jpg,What animals can be seen here?,horses,Horses,7,1.0,9.285
195862002,COCO_val2014_000000195862.jpg,Is the horse moving?,no,No,9,1.0,8.953
56430000,COCO_val2014_000000056430.jpg,Is the knife going to stop everyone?,no,No,9,1.0,9.496
443139001,COCO_val2014_000000443139.jpg,Is there dust on the dashboard?,yes,No,0,0.0,9.423
437651001,COCO_val2014_000000437651.jpg,How many girls are wearing gloves?,1,1,10,1.0,8.86
273556000,COCO_val2014_000000273556.jpg,How many people are in this room?,1,1,10,1.0,9.052
368836010,COCO_val2014_000000368836.jpg,What letter is on the tennis racket?,w,W,2,0.667,8.912
534178001,COCO_val2014_000000534178.jpg,How many photos are there?,2,2,10,1.0,9.83
172877002,COCO_val2014_000000172877.jpg,Is the man floating?,no,No,10,1.0,9.206
245971000,COCO_val2014_000000245971.jpg,Does the large keyboard have a number pad?,no,No,8,1.0,8.785
251019001,COCO_val2014_000000251019.jpg,Does his shoes have stripes or polka dots?,stripes,stripes,7,1.0,9.413
443499001,COCO_val2014_000000443499.jpg,What is the cat thinking?,nothing,Hungry.,0,0.0,9.745
382041013,COCO_val2014_000000382041.jpg,Does the man skateboarding have tattoos?,no,No,10,1.0,9.143
127153016,COCO_val2014_000000127153.jpg,What is she standing upon?,ground,crosswalk,2,0.667,10.011
414578016,COCO_val2014_000000414578.jpg,How many benches are in the background?,1,1,8,1.0,8.718
261346004,COCO_val2014_000000261346.jpg,What was the score of the first set?,0,0-0,2,0.667,10.113
438253001,COCO_val2014_000000438253.jpg,What kind of animal is under the bed?,dog,Dog,10,1.0,9.534
70921002,COCO_val2014_000000070921.jpg,How many people are wearing flip-flops?,1,1,9,1.0,9.223
490022052,COCO_val2014_000000490022.jpg,Are they having lunch?,no,No,10,1.0,9.398
341921002,COCO_val2014_000000341921.jpg,Where is the boy's backpack?,on ground,On ground,4,1.0,9.001
327565001,COCO_val2014_000000327565.jpg,Is this a bicycle or a motorcycle?,motorcycle,Motorcycle,10,1.0,9.687
581022003,COCO_val2014_000000581022.jpg,These three men are happy?,yes,Yes,10,1.0,9.612
47718001,COCO_val2014_000000047718.jpg,Is the train in a tunnel?,yes,Yes,10,1.0,8.958
156236012,COCO_val2014_000000156236.jpg,How many people are in the picture?,1,1,10,1.0,8.971
126833002,COCO_val2014_000000126833.jpg,Are the guy and gal acknowledging one another?,no,No,7,1.0,7.908
462807000,COCO_val2014_000000462807.jpg,What type of spice is on top of the pizza?,pepper,Pepperoni,0,0.0,7.91
388531005,COCO_val2014_000000388531.jpg,What color is the jacket?,black,Black,10,1.0,7.541
13465002,COCO_val2014_000000013465.jpg,What is the girl doing?,skateboarding,skateboarding,5,1.0,8.022
190776006,COCO_val2014_000000190776.jpg,Is there a road behind this animal?,no,No,9,1.0,7.747
37725000,COCO_val2014_000000037725.jpg,Is the cake sliced?,no,No,10,1.0,9.031
486536004,COCO_val2014_000000486536.jpg,How many cats?,2,2,10,1.0,8.436
450357010,COCO_val2014_000000450357.jpg,What brand does it say on his shirt?,none,Nike,1,0.333,9.102
408696001,COCO_val2014_000000408696.jpg,What is the appliance with the greenback?,vacuum,vacuum,6,1.0,8.133
273118000,COCO_val2014_000000273118.jpg,Is the elephant holding something?,yes,Yes,10,1.0,7.873
165638000,COCO_val2014_000000165638.jpg,Is the man watching scary?,no,No,7,1.0,9.38
549384007,COCO_val2014_000000549384.jpg,Are the lower cabinet knobs horizontal or vertical?,vertical,Vertical,7,1.0,9.523
347953000,COCO_val2014_000000347953.jpg,Is the sun shining?,no,No,10,1.0,9.797
550055005,COCO_val2014_000000550055.jpg,Can you see both wings on this plane?,yes,No,1,0.333,8.555
232453004,COCO_val2014_000000232453.jpg,How many wheels are on the right side of the main truck?,11,5,0,0.0,9.117
381032000,COCO_val2014_000000381032.jpg,What color coat is the guy wearing in the back?,blue,blue,6,1.0,9.351
358707011,COCO_val2014_000000358707.jpg,What group of people might be living in this neighborhood?,senior citizens,Seniors,3,1.0,8.733
40016003,COCO_val2014_000000040016.jpg,What color is the outfit?,red,red,8,1.0,8.305
357758014,COCO_val2014_000000357758.jpg,Is the man wearing a helmet?,yes,Yes,9,1.0,8.722
114184004,COCO_val2014_000000114184.jpg,Were the pastries bought at Starbucks?,no,No,10,1.0,8.517
434576007,COCO_val2014_000000434576.jpg,What is the animal on top of?,shoes,shoes,9,1.0,8.394
441511033,COCO_val2014_000000441511.jpg,Is everyone wearing a hat?,yes,No,1,0.333,8.741
250564007,COCO_val2014_000000250564.jpg,Is this elephant alone?,no,No,10,1.0,8.729
414397000,COCO_val2014_000000414397.jpg,What are the cows laying in?,hay,hay,9,1.0,8.623
314986000,COCO_val2014_000000314986.jpg,Would you be able to drive fast easily on this road?,yes,No,3,1.0,9.315
440475007,COCO_val2014_000000440475.jpg,Is this scene in a restaurant?,no,No,9,1.0,9.416
29019001,COCO_val2014_000000029019.jpg,Which famous landmark is shown?,big ben,Big Ben,6,1.0,9.64
98392002,COCO_val2014_000000098392.jpg,Is the driver of the blue car looking for a parking spot?,no,No,9,1.0,9.257
361106002,COCO_val2014_000000361106.jpg,Are these people happy?,yes,Yes,10,1.0,9.467
329088002,COCO_val2014_000000329088.jpg,How steep is the hill?,very,Moderately,1,0.333,9.988
31667000,COCO_val2014_000000031667.jpg,What season is this?,fall,Winter,1,0.333,9.096
498804000,COCO_val2014_000000498804.jpg,Is there a weathervane on top?,yes,Yes,10,1.0,9.713
153709001,COCO_val2014_000000153709.jpg,What style of photography is shown?,action,Vintage,0,0.0,8.265
154520022,COCO_val2014_000000154520.jpg,How many people are in this picture?,2,2,10,1.0,10.172
248112021,COCO_val2014_000000248112.jpg,Daytime or nighttime game?,daytime,Daytime,6,1.0,7.933
329576003,COCO_val2014_000000329576.jpg,What animals are these?,horses,Horses,9,1.0,8.573
192192002,COCO_val2014_000000192192.jpg,Is one of the benches broken?,no,No,7,1.0,9.133
212403012,COCO_val2014_000000212403.jpg,Is a boy or girl riding the horse?,girl,Girl,9,1.0,8.053
82933003,COCO_val2014_000000082933.jpg,Is the cow having a bell?,yes,Yes,10,1.0,9.007
224020000,COCO_val2014_000000224020.jpg,What flavor are the red sprinkles?,cherry,strawberry,3,1.0,9.491
78056000,COCO_val2014_000000078056.jpg,How many round balls do you see?,2,2,7,1.0,10.216
260094000,COCO_val2014_000000260094.jpg,What interstate number is on the sign?,294,294,10,1.0,9.165
444304002,COCO_val2014_000000444304.jpg,What is on the screen?,movie,Game,0,0.0,7.999
495064000,COCO_val2014_000000495064.jpg,What is the large orange vehicle?,bus,Bus,9,1.0,7.873
166979004,COCO_val2014_000000166979.jpg,How many people are on this boat?,1,1,8,1.0,9.499
59815005,COCO_val2014_000000059815.jpg,How many people are on the elephant?,0,0,10,1.0,8.836
32001014,COCO_val2014_000000032001.jpg,What room is she in?,living room,Living room,7,1.0,8.936
51079004,COCO_val2014_000000051079.jpg,Does this sandwich contain any vegetables?,no,No,10,1.0,9.604
531875002,COCO_val2014_000000531875.jpg,What color is the spoon?,yellow,Yellow,10,1.0,8.944
249969004,COCO_val2014_000000249969.jpg,Is this a pizza?,no,No,10,1.0,9.497
237558002,COCO_val2014_000000237558.jpg,How does the person know it is safe to cross in this specific area?,crosswalk,Crosswalk,3,1.0,9.548
395745003,COCO_val2014_000000395745.jpg,Is there chips with the sandwich?,yes,Yes,7,1.0,9.365
281688001,COCO_val2014_000000281688.jpg,Is the empire on his knees?,no,No,8,1.0,9.74
90373009,COCO_val2014_000000090373.jpg,How many stop signs are there?,0,0,8,1.0,10.175
435576002,COCO_val2014_000000435576.jpg,Is this an outdoor market?,yes,Yes,10,1.0,9.937
374083006,COCO_val2014_000000374083.jpg,Is the cake whole?,no,No,10,1.0,9.558
322261023,COCO_val2014_000000322261.jpg,What color are the pillows on the couch?,gray,white,2,0.667,9.447
168353001,COCO_val2014_000000168353.jpg,Is this a beautiful wedding cake?,yes,Yes,9,1.0,9.145
12943002,COCO_val2014_000000012943.jpg,What is on the right side of the desk?,refrigerator,Chair,0,0.0,9.719
